Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
L,35,12326,,61.63,,16
R,36,12448,,62.24,,16
L,37,12559,,62.795,,16
R,38,12685,,63.425000000000004,,16
L,39,12798,,63.99,,16
R,40,12925,,64.625,,16
L,41,13041,,65.205,,16
R,42,13173,,65.865,,16
L,43,13291,,66.455,,16
R,44,13417,,67.08500000000001,,16
L,45,13527,,67.635,,16
R,46,13653,,68.265,,16
L,47,13768,,68.84,,16
R,48,13894,,69.47,,16
L,49,13994,,69.97,,16
R,50,14133,,70.665,,16
L,51,14244,,71.22,,16
R,52,14370,,71.85000000000001,,16
L,53,14482,,72.41,,16
R,54,14610,,73.05,,16
L,55,14724,,73.62,,16
R,56,14851,,74.255,,16
L,57,14970,,74.85000000000001,,16
R,58,15103,,75.515,,16
L,59,15203,,76.015,,16
R,60,15333,,76.665,,16
L,61,15448,,77.24,,16
R,62,15573,,77.865,,16
L,63,15682,,78.41,,16
R,64,15825,,79.125,,16
L,65,15932,,79.66,,16
R,66,16083,,80.415,,16
L,67,16204,,81.02,,16
R,68,16338,,81.69,,16
R,83,19990,,99.95,,18
L,84,20096,,100.48,,18
R,85,20238,,101.19,,18
L,86,20355,,101.775,,18
R,87,20485,,102.425,,18
L,88,20605,,103.025,,18
R,89,20736,,103.68,,18
L,90,20859,,104.295,,18
R,91,20997,,104.985,,18
L,92,21106,,105.53,,18
R,93,21250,,106.25,,18
L,94,21356,,106.78,,18
R,95,21502,,107.51,,18
L,96,21615,,108.075,,18
R,97,21758,,108.79,,18
L,98,21867,,109.33500000000001,,18
R,99,22003,,110.015,,18
L,100,22115,,110.575,,18
R,101,22259,,111.295,,18
L,102,22380,,111.9,,18
R,103,22517,,112.58500000000001,,18
L,104,22625,,113.125,,18
R,105,22770,,113.85000000000001,,18
L,106,22891,,114.455,,18
R,107,23031,,115.155,,18
L,108,23151,,115.755,,18
R,109,23281,,116.405,,18
L,110,23393,,116.965,,18
